name,brand,categories,primaryCategories,reviews.date,reviews.text,reviews.title,processed_text,sentiment_score
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-13 00:00:00+00:00,"we use it to talk to our granddaughter, play games, listen to music and check on the dog while we are at work! awesome device! we already bought one for our kids also!",love it,use talk granddaughter play game listen music check dog work awesome device already bought one kid also,1
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-02-13 00:00:00+00:00,"ok so when i got this tablet i was not expecting to much from it but now that i have used it...its amazing. pros.their is no lag at all when play high graphic games, pretty easy to use, very fast speedcons. in my opinion their is only 2 things that drive me insane the screen feels like plastic very uncomfortable and the camera is not the best but it is good for everyday life photos.overall get this tablet better deal then the galaxy tab s2",excellent,ok got tablet expecting much used amazing lag play high graphic game pretty easy use fast speedcons opinion thing drive insane screen feel like plastic uncomfortable camera best good everyday life get tablet better deal galaxy tab,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-06-05 00:00:00+00:00,liked the first one so much i bought one for the wife,good deal,liked first one much bought one wife,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2018-01-05 00:00:00+00:00,fits nicely in your hand and its touchable. increase the size of the fonts,kindle touch,fit nicely hand touchable increase size font,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-12-24 00:00:00+00:00,was recommended to purchase by a family member who has one who is very happy with it,heard good things about it,recommended purchase family member one happy,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-30 00:00:00+00:00,"bought this for my daughter to use in school, she loves it! product works great! i also bought the older version for my mom and she lives it as well",love it,bought daughter use school love product work great also bought older version mom life well,2
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-25 00:00:00+00:00,is good for the kids the only thing is i have to get a sd card for more memory,grewt for kids,good kid thing get sd card memory,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-18 00:00:00+00:00,"i really like this device! right now i only have 1 light sync'd with it, but looking forward to adding more! another feature i like is the ability to put items on both my shopping and errand lists! i can't wait to find out all the things it can do for me!",love my alexa plus,really like device right light sync looking forward adding another feature like ability put item shopping errand list ca wait find thing,-1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-08 00:00:00+00:00,i bought the kindle fire hd as a christmas gift for my mom. she has never had a computer or kindle. she loves it. best gift i gave her. she plays a lot of games on it. that keeps her mind working. love the size of screen.,i bought the kindle firehd for a beginner,bought kindle fire hd christmas gift mom never computer kindle love best gift gave play lot game keep mind working love size screen,1
"Kindle Oasis E-reader with Leather Charging Cover - Black, 6"" High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Amazon,"Kindle E-readers,Electronics Features,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers",Electronics,2016-06-01 00:00:00+00:00,lightweight and convenient to use. love my new kindle,great,lightweight convenient use love new kindle,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-04-03 00:00:00+00:00,"my 76 year old mom loves this! she now has something to do while waiting in doctors offices - loves to read, do crosswords, etc.",excellent choice for my mom,year old mom love something waiting doctor office love read crossword etc,1
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-03-15 00:00:00+00:00,thank you. great product for all ages. thank you!!,great,thank great product age thank,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-14 00:00:00+00:00,it is well designed with a safe cover for kids. it also come with 2 year warranty. my son loves it already.,good babysitter for my 19 month old,well designed safe cover kid also come year warranty son love already,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-12-23 00:00:00+00:00,"i love my amazon fire tablet, i'm sure my kids will love theirs too!",great price!,love amazon fire tablet sure kid love,1
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-07-03 00:00:00+00:00,"i bought this game for my son, and he loves it..it is very entertaining.",great product,bought game son love entertaining,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-11-18 00:00:00+00:00,bought it for my husband and he loves it. this is perfect for what he wanted it for.,great pad,bought husband love perfect wanted,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-03-17 00:00:00+00:00,very happy with amazon not hesitating to integrate their products with third party integration.⊝crestron,love amazon,happy amazon hesitating integrate product third party,0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,2016-12-14 00:00:00+00:00,"works better than the 7"" amazon fire tablet i have. better screen, faster processor and bigger to boot.",great tablet at a good price,work better amazon fire tablet better screen faster processor bigger boot,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-11-29 00:00:00+00:00,"i originally got the lower end kindle, took it back and upgraded. the light really is a must. i can't believe how much more i'm reading now that i have it, and there are tons of free books out there if you know where to look. best. purchase. ever.",just what i wanted,originally got lower end kindle took back upgraded light really must ca believe much reading ton free book know look best purchase ever,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-03 00:00:00+00:00,"we love kindle fire, we purchase it for an older couple and it's easy to work.",love kindle fire,love kindle fire purchase older couple easy work,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-16 00:00:00+00:00,this tablet works well for surfing the internet and playing music.,good cheap tablet,tablet work well surfing internet playing music,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-15 00:00:00+00:00,bought this tablet for my son and he has loved it. it's so easy for him to use and easy for me to set parental controls.,great!,bought tablet son loved easy use easy set parental control,1
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-01-16 00:00:00+00:00,the only thing i have to recommend is that it will not hook up with a blue tooth device. why is that?,great for portability.,thing recommend hook blue tooth device,-1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-24 00:00:00+00:00,"this is great, my daughters first tablet and it came with everything she needed to get started. she loves the pink bumper guard and so do i for the safety.",for my daughter,great daughter first tablet came everything needed get started love pink bumper guard safety,2
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-23 00:00:00+00:00,my son loves his new tablet. now he can play his games without making a mess of my phone.,my child loves this,son love new tablet play game without making mess phone,1
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-07-02 00:00:00+00:00,it great just a little small then what i would like it have been,it was the i deal gift for my gran child,great little small would like,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-05-18 00:00:00+00:00,"i bought this tablet to replace my old kindle fire. so far, it has exceeded my expectations. all my apps have transferred flawlessly. the battery lasts me 10-12 hours, with moderate internet use. glad i made this purchase.",great tablet,bought tablet replace old kindle fire far exceeded expectation apps transferred flawlessly battery last hour moderate internet use glad made purchase,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-02-03 00:00:00+00:00,has built in smart hub unlike other echos. works with other smart home devices with no additional purchases.,great first echo,built smart hub unlike echo work smart home device additional purchase,0
"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Amazon,"eBook Readers,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Ereaders,Kindle E-readers,E-Readers","Electronics,Media",2017-06-21 00:00:00+00:00,"replacing older reader without a light and traveling overseas soon. with electronics in the cabin under scrutiny, this very small and very lightweight reader fits the bill! perfect in small purses and large pockets. i can read without annoying seatmate with cabin overhead seat light. easy to hold in either hand and screen adjusts for whichever direction you're holding it.",great size,replacing older reader without light traveling overseas soon electronics cabin scrutiny small lightweight reader fit bill perfect small purse large pocket read without annoying seatmate cabin overhead seat light easy hold either hand screen adjusts whichever direction holding,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-02 00:00:00+00:00,"this was a christmas present, for the nephew works good, he loves it",works good,christmas present nephew work good love,2
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-12-11 00:00:00+00:00,it works about 50% of the time when asking it a question.,rarely gives a good answer,work time asking question,0
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2018-05-23 00:00:00+00:00,"amazon kindle is always the best ebook, upgrade every new model",best ebook,amazon kindle always best ebook upgrade every new model,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-01-26 00:00:00+00:00,great smart speaker for my 90 year old mother in law.,great smart speaker,great smart speaker year old mother law,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-30 00:00:00+00:00,got this for my sister as a christmas present and she loved it.easy to use and great for books.,perfect for a gift,got sister christmas present loved use great book,2
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Amazon,"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2017-05-17 00:00:00+00:00,i love my new kindle. it is bigger than the last kindle i had. this kindle is much easier to handle and to read.,kindle fire,love new kindle bigger last kindle kindle much easier handle read,1
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-12-17 00:00:00+00:00,great product! i will recommend this to all of my family and friends.,great product,great product recommend family friend,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-08 00:00:00+00:00,"daughter got this as a present. it was easy to set up and display is great. features allow us to limit her time on games, web, etc. while allowing her unlimited time to read",bargain tablet,daughter got present easy set display great feature allow u limit time game web etc allowing unlimited time read,1
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-03-06 00:00:00+00:00,love playing music and talking to alexa and looking at my camera three the screen,great alexa to view,love playing music talking alexa looking camera three screen,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-02-09 00:00:00+00:00,my son really enjoys this. its his first tablet(he is 4) and had no problem learning how to use it.,age appropriate interface,son really enjoys first tablet problem learning use,-1
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-12-08 00:00:00+00:00,"excellent value, lets me lug all my favorite books around and read whenever. wouldn't be without it.",love my fire,excellent value let lug favorite book around read whenever would without,1
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-01-13 00:00:00+00:00,i am totally addicted.easy to use. love the call feature.,love,totally use love call feature,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-02 00:00:00+00:00,"this was a christmas present for my niece, she loved it.",christmas present,christmas present niece loved,1
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-01-08 00:00:00+00:00,"i'm still learning what all i can do with this device, but i am continually amazed at it's capabilities. i love playing with it and learning from it. when doing other things, i have tap playing music. i love this thing.",fun and amazing!,still learning device continually amazed capability love playing learning thing tap playing music love thing,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-13 00:00:00+00:00,was a gift and they love the tablet! its a great price and works awesome!,great price......,gift love tablet great price work awesome,3
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-04-19 00:00:00+00:00,"love this product, able to read recipes instead of just hearing them. speaker is pretty good too.","great screen, sound and color.",love product able read recipe instead hearing speaker pretty good,2
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-29 00:00:00+00:00,"for me this tablet is an extremely good value! ipads are beautiful things, and they seem to just work really well all the time. but they are expensive! same thing with android tablets. you can get a cheap android tablet, but then you're left with a cheap tablet...poor quality displays, questionable hardware, limited support. i think amazon hit the spot with their line of fire tablets - this hd8 in particular. it's good quality, has a great display, it's quick and snappy, has great battery life. also being an android based operating system, there is flexibility like accessing storage, side loading third party apps, even installing google play (for those who begrudge the lack of that feature, it can be done). much more flexibility than you get with an apple product, at a much lower price than the industry standard samsung etc. coming from using apple products for so long, this thing is really convincing me that there are really viable options other than apple, and especially for the price, its a great introduction to a different platform. not only that, it's genuinely a good product!",awesome tablet,tablet extremely good value ipads beautiful thing seem work really well time expensive thing android tablet get cheap android tablet left cheap tablet poor quality display questionable hardware limited support think amazon hit spot line fire tablet particular good quality great display quick snappy great battery life also android based operating system flexibility like accessing storage side loading third party apps even installing google play begrudge lack feature done much flexibility get apple product much lower price industry standard samsung etc coming using apple product long thing really convincing really viable option apple especially price great introduction different platform genuinely good product,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-12-12 00:00:00+00:00,"took some time to get use to the kindle reader (use to the ipad), but i like that i can read without distractions.",great e-reader,took time get use kindle reader use ipad like read without distraction,0
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Amazon,"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2017-05-26 00:00:00+00:00,very nice. easy to use. got it to use with amazon prime. great combo.,very nice,nice easy use got use amazon prime great combo,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-21 00:00:00+00:00,purchased as a gift for the family. can⊙t wait to use it.,gift,purchased gift family wait use,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-07 00:00:00+00:00,"kindle products are fantastic. i've used a kindle & now have a kindle fire. use it everyday, so naturally, i would select a kindle for my granddaughter.",3 year old granddaughter loves it!!! easy for her,kindle product fantastic used kindle kindle fire use everyday naturally would select kindle granddaughter,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-03-11 00:00:00+00:00,"great choice, battery life outstanding, many kid friendly features.","great battery life, very kid friendly",great choice battery life outstanding many kid friendly feature,1
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-08-05 00:00:00+00:00,"bought it for my wife and i haven't heard any complaints, so i think it's great. if she's happy i'm happy",good and cheap,bought wife heard complaint think great happy happy,2
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Amazon,"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2017-02-28 00:00:00+00:00,easy to use wide variety of functions awesome price,awesome tablet,easy use wide variety function awesome price,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-05-12 00:00:00+00:00,i like the ipad its very helpful my son has learned alot and i hope that it will help other kids too as they prepare for pre k,i love it,like ipad helpful son learned alot hope help kid prepare pre k,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-01-23 00:00:00+00:00,set up for kids right out of the box. can't beat amazon's warranty either. thanks for providing an outstanding product.,great product!,set kid right box ca beat amazon warranty either thanks providing outstanding product,0
